issue_id,issue,time,issue_time,category,description,topic,mark,abnormal_behavior,car_id,region,channel,platform,disengage_type,reviewed_status,version,safety_level,create_time
ISS-0209-USJXWV,Late lane-change decision,2026-06-07 08:08:27,1780844907667,planning,The lane-change decision was issued close to the route split. The maneuver remained valid but had limited execution margin. The case should be compared against the latest regression run.,Late lane-change decision,"[""manual_takeover""]","[""false_detection"", ""takeover""]",CAR-431,beijing_yizhuang,PERFTEST,7,1,1,ads_2026.06.3,S3,1780853127667
ISS-0210-RFL2G7,Late lane-change decision,2026-06-17 11:11:35,1781719895090,planning,The lane-change decision was issued close to the route split. The maneuver remained valid but had limited execution margin. The case should be compared against the latest regression run.,Late lane-change decision,"[""hard_brake"", ""manual_takeover"", ""safety_review""]",[],CAR-133,seattle,road_test,8,0,0,ads_2026.06.1,S3,1781726795090
ISS-0211-ZCDYS5,Outdated construction geometry,2026-06-18 17:10:03,1781827803739,mapping,Map geometry did not match temporary construction cones. Perception provided the primary boundary signal for the segment. The issue is useful for scenario-library expansion.,Outdated construction geometry,"[""safety_review"", ""comfort"", ""regression""]",[],CAR-659,las_vegas,PERFTEST,8,2,0,ads_2026.06.1,S0,1781837643739
ISS-0212-8PH6EW,Duplicate issue record,2026-06-15 16:06:30,1781564790643,data_platform,Two issue records referenced the same event window. The duplicate can be merged during manual review. The event was closed after offline triage.,Duplicate issue record,"[""stuck""]","[""jerk""]",CAR-276,seattle,PERFTEST,8,0,0,ads_2026.06.2,S3,1781569830643
ISS-0213-97XGZ3,Uncomfortable stop profile,2026-06-18 23:10:05,1781849405989,planning,The planned deceleration profile produced an abrupt stop near the stop line. The event was recoverable but reduced ride comfort. The record is suitable for module-owner follow-up.,Uncomfortable stop profile,"[""triage""]","[""hesitation"", ""tracking_error""]",CAR-122,las_vegas,simulation,7,1,1,ads_2026.06.2,S3,1781850725989
ISS-0214-SJWD4E,Speed limit mismatch,2026-06-05 11:35:43,1780684543852,mapping,The map speed limit differed from the observed sign. The system retained the lower value until the discrepancy was reviewed. The record is suitable for module-owner follow-up.,Speed limit mismatch,"[""triage""]","[""takeover"", ""route_deviation""]",CAR-143,las_vegas,road_test,8,0,0,ads_2026.06.1,S3,1780684903852
ISS-0215-OTLH6Z,Lane boundary flicker,2026-06-01 05:48:25,1780318105112,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The case should be compared against the latest regression run.,Lane boundary flicker,"[""safety_review"", ""stuck""]",[],CAR-167,austin,DHMI,8,1,1,ads_2026.07.0-beta,S1,1780318945112
ISS-0216-JLNHSX,Gear state delay,2026-06-18 04:06:37,1781780797845,vehicle_interface,The reported gear state lagged behind the command state. The vehicle waited before continuing the low-speed maneuver. The event was closed after offline triage.,Gear state delay,"[""regression"", ""low_confidence""]",[],CAR-299,guangzhou,simulation,7,0,0,ads_2026.06.1,S0,1781788237845
ISS-0217-RDFW0M,Heading drift,2026-06-12 01:48:49,1781254129412,localization,The heading estimate drifted during a low-speed turn. Control compensated after the localization confidence recovered. The record is suitable for module-owner follow-up.,Heading drift,"[""low_confidence"", ""triage"", ""manual_takeover""]",[],CAR-504,beijing_yizhuang,DHMI,8,0,1,ads_2026.06.3,S1,1781254549412
ISS-0218-V5RLP6,False positive obstacle,2026-06-06 08:41:01,1780760461229,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The issue is useful for scenario-library expansion.,False positive obstacle,"[""regression"", ""hard_brake""]","[""hesitation""]",CAR-443,beijing_yizhuang,road_test,3,0,1,ads_2026.07.0-beta,S3,1780761661229
ISS-0219-60WYDF,Sensor latency model gap,2026-06-17 16:45:16,1781739916059,simulation,The simulated sensor stream did not match production latency assumptions. Prediction confidence differed from on-road behavior. The issue is useful for scenario-library expansion.,Sensor latency model gap,"[""stuck"", ""hard_brake""]",[],CAR-959,guangzhou,DHMI,8,0,0,ads_2026.07.0-beta,S1,1781746276059
ISS-0220-ADB5EW,Outdated construction geometry,2026-06-05 20:23:55,1780716235790,mapping,Map geometry did not match temporary construction cones. Perception provided the primary boundary signal for the segment. The issue is useful for scenario-library expansion.,Outdated construction geometry,"[""hard_brake""]",[],CAR-375,guangzhou,fleet_replay,3,1,1,ads_2026.07.0-beta,S2,1780718155790
ISS-0221-2XWUAK,Late object detection,2026-06-14 02:15:04,1781428504735,perception,The perception stack detected a nearby road user later than expected. The delay reduced downstream reaction margin but did not create a collision. The record is suitable for module-owner follow-up.,Late object detection,"[""bad_case""]","[""route_deviation"", ""late_response""]",CAR-547,beijing_yizhuang,road_test,3,0,1,ads_2026.06.3,S1,1781436604735
ISS-0222-X3UNLW,Cyclist trajectory drift,2026-06-10 14:42:14,1781127734758,prediction,The predicted cyclist path drifted toward the ego lane before stabilizing. The planner reserved extra space and reduced speed. The issue is useful for scenario-library expansion.,Cyclist trajectory drift,"[""hard_brake"", ""regression"", ""bad_case""]",[],CAR-304,san_francisco,DHMI,8,0,1,ads_2026.06.1,S1,1781130434758
ISS-0223-I9ZC72,Uncomfortable stop profile,2026-06-09 04:43:40,1781005420192,planning,The planned deceleration profile produced an abrupt stop near the stop line. The event was recoverable but reduced ride comfort. The event was closed after offline triage.,Uncomfortable stop profile,"[""regression""]","[""false_detection"", ""hard_brake""]",CAR-685,phoenix,simulation,8,0,0,ads_2026.06.3,S3,1781006980192
ISS-0224-548TGH,Route split ambiguity,2026-06-06 17:23:12,1780791792196,routing,The route planner produced a split with low lane guidance confidence. The vehicle delayed commitment until the next map segment. The event was closed after offline triage.,Route split ambiguity,"[""regression"", ""comfort"", ""hard_brake""]",[],CAR-688,austin,road_test,8,0,1,ads_2026.06.1,S2,1780797612196
ISS-0225-DN0C9P,Gear state delay,2026-06-13 17:00:34,1781395234804,vehicle_interface,The reported gear state lagged behind the command state. The vehicle waited before continuing the low-speed maneuver. The record is suitable for module-owner follow-up.,Gear state delay,"[""hard_brake""]","[""false_detection"", ""route_deviation""]",CAR-738,las_vegas,PERFTEST,8,0,0,ads_2026.06.3,S2,1781400694804
ISS-0226-W19JDV,Outdated construction geometry,2026-06-06 19:14:54,1780798494861,mapping,Map geometry did not match temporary construction cones. Perception provided the primary boundary signal for the segment. The issue is useful for scenario-library expansion.,Outdated construction geometry,"[""regression""]",[],CAR-610,san_francisco,road_test,7,2,1,ads_2026.06.1,S1,1780798974861
ISS-0227-DUWW7S,Steering oscillation,2026-06-05 14:36:17,1780695377156,control,The control loop produced small steering corrections on a straight segment. The vehicle stayed within lane boundaries but ride quality degraded. The record is suitable for module-owner follow-up.,Steering oscillation,"[""triage"", ""bad_case""]","[""takeover"", ""false_detection""]",CAR-419,beijing_yizhuang,fleet_replay,3,1,1,ads_2026.06.2,S1,1780701257156
ISS-0228-6I5Z7Y,Heading drift,2026-06-02 03:27:31,1780396051400,localization,The heading estimate drifted during a low-speed turn. Control compensated after the localization confidence recovered. The event was closed after offline triage.,Heading drift,"[""low_confidence""]",[],CAR-331,beijing_yizhuang,PERFTEST,3,0,1,ads_2026.07.0-beta,S0,1780402291400
ISS-0229-WB0J0W,Brake command spike,2026-06-16 20:05:50,1781665550705,control,A short brake command spike occurred after a lead-vehicle update. The speed recovered quickly without driver intervention. The case should be compared against the latest regression run.,Brake command spike,"[""triage"", ""regression"", ""bad_case""]","[""hesitation""]",CAR-153,guangzhou,fleet_replay,3,0,0,ads_2026.06.1,S0,1781671550705
ISS-0230-FTJBJY,Late lane-change decision,2026-06-07 08:37:32,1780846652697,planning,The lane-change decision was issued close to the route split. The maneuver remained valid but had limited execution margin. The case should be compared against the latest regression run.,Late lane-change decision,"[""triage"", ""safety_review"", ""manual_takeover""]",[],CAR-458,phoenix,DHMI,8,0,1,ads_2026.07.0-beta,S3,1780855772697
ISS-0231-6NER6D,Pose jump,2026-06-01 21:20:25,1780374025208,localization,The localization estimate shifted laterally after map matching. Planning absorbed the change and kept the vehicle in lane. The case should be compared against the latest regression run.,Pose jump,"[""bad_case"", ""low_confidence""]","[""takeover"", ""tracking_error""]",CAR-365,las_vegas,road_test,7,1,1,ads_2026.06.2,S1,1780376245208
ISS-0232-VH3AAO,Brake command spike,2026-06-14 10:41:02,1781458862824,control,A short brake command spike occurred after a lead-vehicle update. The speed recovered quickly without driver intervention. The record is suitable for module-owner follow-up.,Brake command spike,"[""regression"", ""triage"", ""manual_takeover""]","[""hesitation""]",CAR-677,las_vegas,PERFTEST,8,0,0,ads_2026.06.1,S2,1781464022824
ISS-0233-44TBQG,Unexpected reroute,2026-06-16 22:34:03,1781674443624,routing,A reroute was triggered after a transient road-availability update. The new path was valid but introduced an avoidable lane change. The record is suitable for module-owner follow-up.,Unexpected reroute,"[""safety_review""]","[""tracking_error""]",CAR-499,san_francisco,DHMI,8,0,1,ads_2026.06.2,S2,1781682663624
ISS-0234-A574MA,Uncomfortable stop profile,2026-06-12 03:38:28,1781260708449,planning,The planned deceleration profile produced an abrupt stop near the stop line. The event was recoverable but reduced ride comfort. The record is suitable for module-owner follow-up.,Uncomfortable stop profile,"[""stuck"", ""regression"", ""comfort""]","[""route_deviation""]",CAR-397,phoenix,PERFTEST,8,0,1,ads_2026.06.1,S0,1781270488449
ISS-0235-I5R81W,Late object detection,2026-06-14 22:32:21,1781501541504,perception,The perception stack detected a nearby road user later than expected. The delay reduced downstream reaction margin but did not create a collision. The event was closed after offline triage.,Late object detection,"[""hard_brake""]",[],CAR-615,seattle,PERFTEST,7,1,1,ads_2026.06.3,S0,1781506881504
ISS-0236-O5BFD3,GNSS degradation,2026-06-16 11:00:35,1781632835978,localization,GNSS quality dropped near tall buildings. The fused pose remained usable with higher uncertainty. The issue is useful for scenario-library expansion.,GNSS degradation,"[""stuck"", ""safety_review"", ""hard_brake""]","[""hesitation"", ""takeover""]",CAR-157,seattle,fleet_replay,3,1,1,ads_2026.06.3,S1,1781640755978
ISS-0237-YLH82M,Destination approach loop,2026-06-13 23:50:24,1781419824266,routing,The route near the destination contained a short loop. Planning rejected the loop after re-evaluating the terminal segment. The record is suitable for module-owner follow-up.,Destination approach loop,"[""regression""]",[],CAR-378,seattle,DHMI,3,2,1,ads_2026.07.0-beta,S3,1781428464266
ISS-0238-BLEEWT,Steering oscillation,2026-06-02 16:04:06,1780441446031,control,The control loop produced small steering corrections on a straight segment. The vehicle stayed within lane boundaries but ride quality degraded. The record is suitable for module-owner follow-up.,Steering oscillation,"[""comfort""]","[""jerk"", ""hesitation""]",CAR-562,guangzhou,fleet_replay,3,0,1,ads_2026.06.2,S2,1780445766031
ISS-0239-DZ7RI1,Route split ambiguity,2026-06-07 16:28:43,1780874923219,routing,The route planner produced a split with low lane guidance confidence. The vehicle delayed commitment until the next map segment. The record is suitable for module-owner follow-up.,Route split ambiguity,"[""hard_brake"", ""low_confidence"", ""safety_review""]","[""jerk""]",CAR-512,las_vegas,fleet_replay,7,0,1,ads_2026.06.3,S2,1780879123219
ISS-0240-DYJ2DA,Heading drift,2026-06-08 12:16:20,1780946180186,localization,The heading estimate drifted during a low-speed turn. Control compensated after the localization confidence recovered. The issue is useful for scenario-library expansion.,Heading drift,"[""regression"", ""triage""]","[""false_detection""]",CAR-785,guangzhou,road_test,7,1,1,ads_2026.07.0-beta,S1,1780952540186
ISS-0241-NYAORQ,Pedestrian intent uncertainty,2026-06-02 05:14:46,1780402486091,prediction,The prediction module assigned low confidence to a pedestrian crossing intent. The vehicle remained cautious until the actor cleared the conflict zone. The case should be compared against the latest regression run.,Pedestrian intent uncertainty,"[""manual_takeover""]",[],CAR-489,seattle,simulation,8,2,1,ads_2026.06.3,S3,1780405006091
ISS-0242-87ZGBI,Brake command spike,2026-06-12 11:35:37,1781289337192,control,A short brake command spike occurred after a lead-vehicle update. The speed recovered quickly without driver intervention. The event was closed after offline triage.,Brake command spike,"[""manual_takeover""]",[],CAR-283,seattle,PERFTEST,7,1,1,ads_2026.07.0-beta,S0,1781291497192
ISS-0243-HUVJED,Uncomfortable stop profile,2026-06-14 12:07:26,1781464046237,planning,The planned deceleration profile produced an abrupt stop near the stop line. The event was recoverable but reduced ride comfort. The issue is useful for scenario-library expansion.,Uncomfortable stop profile,"[""triage"", ""low_confidence""]",[],CAR-521,austin,road_test,7,1,0,ads_2026.06.3,S1,1781469146237
ISS-0244-6MCYZN,Pose jump,2026-06-14 17:04:59,1781481899828,localization,The localization estimate shifted laterally after map matching. Planning absorbed the change and kept the vehicle in lane. The record is suitable for module-owner follow-up.,Pose jump,"[""comfort""]","[""tracking_error"", ""takeover""]",CAR-393,beijing_yizhuang,DHMI,8,0,0,ads_2026.06.3,S3,1781491799828
ISS-0245-UCDRX0,Gear state delay,2026-06-11 17:29:53,1781224193151,vehicle_interface,The reported gear state lagged behind the command state. The vehicle waited before continuing the low-speed maneuver. The event was closed after offline triage.,Gear state delay,"[""low_confidence"", ""hard_brake""]",[],CAR-539,seattle,PERFTEST,3,0,0,ads_2026.07.0-beta,S1,1781233673151
ISS-0246-QT8EEA,Steering oscillation,2026-06-12 04:31:10,1781263870727,control,The control loop produced small steering corrections on a straight segment. The vehicle stayed within lane boundaries but ride quality degraded. The case should be compared against the latest regression run.,Steering oscillation,"[""stuck"", ""regression""]","[""route_deviation""]",CAR-927,las_vegas,PERFTEST,8,0,0,ads_2026.07.0-beta,S1,1781268850727
ISS-0247-KQP2ND,Lane boundary flicker,2026-06-15 01:41:22,1781512882769,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The case should be compared against the latest regression run.,Lane boundary flicker,"[""safety_review"", ""manual_takeover"", ""regression""]",[],CAR-889,seattle,fleet_replay,7,0,1,ads_2026.06.3,S0,1781515342769
ISS-0248-S3UUGM,Cyclist trajectory drift,2026-06-07 02:18:37,1780823917196,prediction,The predicted cyclist path drifted toward the ego lane before stabilizing. The planner reserved extra space and reduced speed. The event was closed after offline triage.,Cyclist trajectory drift,"[""hard_brake"", ""manual_takeover""]",[],CAR-988,las_vegas,simulation,7,0,1,ads_2026.06.2,S1,1780824517196
ISS-0249-J79PTW,Gear state delay,2026-06-11 18:54:15,1781229255778,vehicle_interface,The reported gear state lagged behind the command state. The vehicle waited before continuing the low-speed maneuver. The case should be compared against the latest regression run.,Gear state delay,"[""manual_takeover""]",[],CAR-744,phoenix,DHMI,8,0,0,ads_2026.06.3,S1,1781232735778
ISS-0250-YAKFLX,Heading drift,2026-06-10 02:55:50,1781085350370,localization,The heading estimate drifted during a low-speed turn. Control compensated after the localization confidence recovered. The case should be compared against the latest regression run.,Heading drift,"[""low_confidence"", ""comfort""]","[""tracking_error""]",CAR-630,austin,DHMI,3,0,0,ads_2026.06.3,S0,1781091530370
ISS-0251-O0KO3J,Door status inconsistency,2026-06-18 15:10:12,1781820612487,vehicle_interface,A body signal briefly disagreed with the expected closed-door state. The system raised a warning and held the current mode. The record is suitable for module-owner follow-up.,Door status inconsistency,"[""manual_takeover"", ""low_confidence"", ""triage""]","[""false_detection"", ""hard_brake""]",CAR-361,san_francisco,fleet_replay,7,0,1,ads_2026.06.2,S0,1781823312487
ISS-0252-KJKN2H,Environment parameter drift,2026-06-09 09:45:43,1781023543695,simulation,Weather and surface parameters drifted from the scenario baseline. The test remained valid but needs tighter configuration control. The case should be compared against the latest regression run.,Environment parameter drift,"[""hard_brake"", ""safety_review""]",[],CAR-657,austin,DHMI,7,0,0,ads_2026.06.2,S0,1781024023695
ISS-0253-06735A,Missing annotation field,2026-06-04 04:38:52,1780573132934,data_platform,The issue record lacked one annotation field required by downstream review. The remaining fields were sufficient for triage. The event was closed after offline triage.,Missing annotation field,"[""stuck"", ""hard_brake""]","[""takeover""]",CAR-357,seattle,simulation,7,0,0,ads_2026.06.1,S2,1780583032934
ISS-0254-ATPC3R,Pose jump,2026-06-13 21:58:51,1781413131905,localization,The localization estimate shifted laterally after map matching. Planning absorbed the change and kept the vehicle in lane. The issue is useful for scenario-library expansion.,Pose jump,"[""triage"", ""stuck"", ""hard_brake""]",[],CAR-442,guangzhou,fleet_replay,8,1,1,ads_2026.06.3,S3,1781414751905
ISS-0255-AC5KJL,Destination approach loop,2026-06-16 13:43:44,1781642624368,routing,The route near the destination contained a short loop. Planning rejected the loop after re-evaluating the terminal segment. The event was closed after offline triage.,Destination approach loop,"[""regression"", ""manual_takeover"", ""low_confidence""]",[],CAR-404,las_vegas,simulation,3,0,0,ads_2026.06.3,S1,1781652824368
ISS-0256-VWMRHE,Unexpected reroute,2026-06-09 05:16:11,1781007371457,routing,A reroute was triggered after a transient road-availability update. The new path was valid but introduced an avoidable lane change. The record is suitable for module-owner follow-up.,Unexpected reroute,"[""route_blocker"", ""safety_review"", ""bad_case""]","[""false_detection"", ""hesitation""]",CAR-254,austin,PERFTEST,7,0,1,ads_2026.06.2,S2,1781008751457
ISS-0257-MD1OZL,False positive obstacle,2026-06-14 11:35:27,1781462127498,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The event was closed after offline triage.,False positive obstacle,"[""comfort"", ""manual_takeover""]",[],CAR-601,phoenix,simulation,3,0,0,ads_2026.07.0-beta,S2,1781462967498
ISS-0258-PKCMS2,Late object detection,2026-06-13 20:43:32,1781408612085,perception,The perception stack detected a nearby road user later than expected. The delay reduced downstream reaction margin but did not create a collision. The record is suitable for module-owner follow-up.,Late object detection,"[""triage""]",[],CAR-128,las_vegas,fleet_replay,3,0,1,ads_2026.07.0-beta,S0,1781408912085
ISS-0259-50GIXI,False positive obstacle,2026-06-15 08:58:40,1781539120745,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The record is suitable for module-owner follow-up.,False positive obstacle,"[""hard_brake"", ""comfort"", ""low_confidence""]",[],CAR-622,san_francisco,simulation,3,0,1,ads_2026.06.1,S2,1781549260745
ISS-0260-8OXAL7,Missing lane attribute,2026-06-09 05:47:48,1781009268892,mapping,The HD map lacked a lane-level attribute needed for a turn decision. The planner selected a conservative fallback path. The record is suitable for module-owner follow-up.,Missing lane attribute,"[""triage""]","[""route_deviation""]",CAR-691,phoenix,DHMI,8,0,1,ads_2026.06.1,S0,1781014848892
ISS-0261-XBV5Q3,CAN signal dropout,2026-06-05 05:15:47,1780661747744,vehicle_interface,A vehicle interface signal dropped for a short interval. The autonomy stack used the last valid value and recovered cleanly. The event was closed after offline triage.,CAN signal dropout,"[""comfort""]","[""late_response""]",CAR-388,seattle,simulation,7,0,1,ads_2026.06.1,S3,1780671887744
ISS-0262-QLTEWY,Duplicate issue record,2026-06-10 05:52:29,1781095949317,data_platform,Two issue records referenced the same event window. The duplicate can be merged during manual review. The case should be compared against the latest regression run.,Duplicate issue record,"[""hard_brake"", ""manual_takeover""]","[""tracking_error""]",CAR-941,san_francisco,simulation,3,0,0,ads_2026.06.2,S1,1781106569317
ISS-0263-42CPR2,Scenario replay mismatch,2026-06-15 12:34:17,1781552057058,simulation,A replayed scenario diverged from the recorded ego speed profile. The discrepancy was isolated to simulation actor timing. The issue is useful for scenario-library expansion.,Scenario replay mismatch,"[""regression"", ""manual_takeover""]","[""tracking_error"", ""jerk""]",CAR-685,phoenix,DHMI,8,0,1,ads_2026.07.0-beta,S2,1781553437058
ISS-0264-3J6AQD,Environment parameter drift,2026-06-03 13:06:11,1780517171342,simulation,Weather and surface parameters drifted from the scenario baseline. The test remained valid but needs tighter configuration control. The case should be compared against the latest regression run.,Environment parameter drift,"[""stuck""]","[""route_deviation""]",CAR-505,beijing_yizhuang,simulation,7,1,0,ads_2026.06.2,S1,1780521311342
ISS-0265-CSTTXR,Lane boundary flicker,2026-06-10 05:13:23,1781093603564,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The record is suitable for module-owner follow-up.,Lane boundary flicker,"[""hard_brake"", ""safety_review""]",[],CAR-746,austin,fleet_replay,7,0,1,ads_2026.06.3,S0,1781097443564
ISS-0266-EIQZ18,Missing lane attribute,2026-06-11 23:54:40,1781247280153,mapping,The HD map lacked a lane-level attribute needed for a turn decision. The planner selected a conservative fallback path. The event was closed after offline triage.,Missing lane attribute,"[""comfort"", ""low_confidence"", ""stuck""]","[""jerk""]",CAR-506,phoenix,simulation,8,0,1,ads_2026.07.0-beta,S1,1781247700153
ISS-0267-2CK6HN,Over-conservative yield,2026-06-11 10:14:35,1781198075264,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The case should be compared against the latest regression run.,Over-conservative yield,"[""bad_case"", ""manual_takeover"", ""low_confidence""]",[],CAR-532,austin,DHMI,8,0,1,ads_2026.06.2,S0,1781203715264
ISS-0268-H96YFB,Door status inconsistency,2026-06-05 05:32:54,1780662774849,vehicle_interface,A body signal briefly disagreed with the expected closed-door state. The system raised a warning and held the current mode. The event was closed after offline triage.,Door status inconsistency,"[""triage""]","[""tracking_error""]",CAR-939,austin,road_test,7,0,0,ads_2026.06.3,S2,1780672734849
ISS-0269-AOFRN1,Scenario replay mismatch,2026-06-13 08:00:23,1781362823014,simulation,A replayed scenario diverged from the recorded ego speed profile. The discrepancy was isolated to simulation actor timing. The case should be compared against the latest regression run.,Scenario replay mismatch,"[""hard_brake""]","[""jerk""]",CAR-631,guangzhou,simulation,7,0,1,ads_2026.07.0-beta,S1,1781366123014
ISS-0270-LY5C1R,Unstable cut-in prediction,2026-06-18 13:34:45,1781814885919,prediction,A neighboring vehicle's future path oscillated between keep-lane and cut-in hypotheses. Planning reacted with repeated speed adjustments. The issue is useful for scenario-library expansion.,Unstable cut-in prediction,"[""bad_case"", ""manual_takeover""]","[""tracking_error""]",CAR-877,phoenix,road_test,7,0,1,ads_2026.06.1,S2,1781823885919
ISS-0271-OAI46D,Uncomfortable stop profile,2026-06-05 21:46:17,1780721177271,planning,The planned deceleration profile produced an abrupt stop near the stop line. The event was recoverable but reduced ride comfort. The record is suitable for module-owner follow-up.,Uncomfortable stop profile,"[""bad_case"", ""low_confidence""]","[""false_detection""]",CAR-694,beijing_yizhuang,road_test,7,0,1,ads_2026.06.2,S3,1780731857271
ISS-0272-4UFRYZ,Lane boundary flicker,2026-06-09 17:34:51,1781051691080,perception,Lane markings alternated between valid and invalid states. The unstable signal caused lateral planning to become conservative. The record is suitable for module-owner follow-up.,Lane boundary flicker,"[""stuck"", ""safety_review"", ""regression""]","[""tracking_error"", ""late_response""]",CAR-687,las_vegas,road_test,8,0,0,ads_2026.06.1,S2,1781059311080
ISS-0273-1L50L8,Speed limit mismatch,2026-06-17 09:04:53,1781712293906,mapping,The map speed limit differed from the observed sign. The system retained the lower value until the discrepancy was reviewed. The case should be compared against the latest regression run.,Speed limit mismatch,"[""regression""]",[],CAR-727,las_vegas,simulation,3,0,1,ads_2026.06.1,S3,1781716973906
ISS-0274-CSY6SX,GNSS degradation,2026-06-15 15:36:13,1781562973999,localization,GNSS quality dropped near tall buildings. The fused pose remained usable with higher uncertainty. The issue is useful for scenario-library expansion.,GNSS degradation,"[""hard_brake"", ""regression""]","[""jerk"", ""false_detection""]",CAR-378,seattle,road_test,8,1,1,ads_2026.06.2,S0,1781568793999
ISS-0275-8TR1EY,Outdated construction geometry,2026-06-16 07:31:09,1781620269464,mapping,Map geometry did not match temporary construction cones. Perception provided the primary boundary signal for the segment. The case should be compared against the latest regression run.,Outdated construction geometry,"[""bad_case"", ""stuck""]",[],CAR-469,seattle,road_test,7,1,0,ads_2026.06.2,S3,1781620689464
ISS-0276-H5PQW0,Steering oscillation,2026-06-15 17:54:39,1781571279091,control,The control loop produced small steering corrections on a straight segment. The vehicle stayed within lane boundaries but ride quality degraded. The issue is useful for scenario-library expansion.,Steering oscillation,"[""route_blocker""]","[""hard_brake"", ""takeover""]",CAR-724,san_francisco,DHMI,3,1,1,ads_2026.06.1,S1,1781573859091
ISS-0277-FMEB02,Unstable cut-in prediction,2026-06-05 19:32:29,1780713149388,prediction,A neighboring vehicle's future path oscillated between keep-lane and cut-in hypotheses. Planning reacted with repeated speed adjustments. The issue is useful for scenario-library expansion.,Unstable cut-in prediction,"[""route_blocker"", ""triage"", ""bad_case""]",[],CAR-758,beijing_yizhuang,fleet_replay,8,1,1,ads_2026.06.2,S0,1780716269388
ISS-0278-6HWV5G,Cyclist trajectory drift,2026-06-01 18:55:55,1780365355078,prediction,The predicted cyclist path drifted toward the ego lane before stabilizing. The planner reserved extra space and reduced speed. The record is suitable for module-owner follow-up.,Cyclist trajectory drift,"[""bad_case""]","[""hesitation""]",CAR-590,las_vegas,DHMI,8,0,1,ads_2026.06.1,S1,1780374235078
ISS-0279-7BTVJP,Over-conservative yield,2026-06-08 21:28:53,1780979333802,planning,The planner yielded longer than necessary at a low-speed merge. Traffic behind the ego vehicle slowed during the hesitation. The issue is useful for scenario-library expansion.,Over-conservative yield,"[""low_confidence"", ""route_blocker"", ""regression""]",[],CAR-165,las_vegas,PERFTEST,7,0,1,ads_2026.07.0-beta,S2,1780980413802
ISS-0280-HTIUTV,Gear state delay,2026-06-03 16:55:09,1780530909990,vehicle_interface,The reported gear state lagged behind the command state. The vehicle waited before continuing the low-speed maneuver. The event was closed after offline triage.,Gear state delay,"[""low_confidence""]","[""takeover""]",CAR-583,guangzhou,DHMI,7,2,1,ads_2026.06.2,S2,1780533609990
ISS-0281-4JHKWO,False positive obstacle,2026-06-12 22:57:23,1781330243470,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The case should be compared against the latest regression run.,False positive obstacle,"[""route_blocker"", ""safety_review"", ""bad_case""]","[""takeover""]",CAR-595,phoenix,PERFTEST,3,0,0,ads_2026.06.1,S3,1781332463470
ISS-0282-0FPSIO,Brake command spike,2026-06-15 17:11:05,1781568665184,control,A short brake command spike occurred after a lead-vehicle update. The speed recovered quickly without driver intervention. The case should be compared against the latest regression run.,Brake command spike,"[""bad_case"", ""regression""]","[""hesitation"", ""takeover""]",CAR-572,phoenix,DHMI,7,0,1,ads_2026.06.2,S2,1781573645184
ISS-0283-5D9ZO7,Door status inconsistency,2026-06-03 02:53:15,1780480395313,vehicle_interface,A body signal briefly disagreed with the expected closed-door state. The system raised a warning and held the current mode. The event was closed after offline triage.,Door status inconsistency,"[""route_blocker""]","[""jerk""]",CAR-442,beijing_yizhuang,road_test,8,0,0,ads_2026.06.2,S3,1780488375313
ISS-0284-Z0YFPG,False positive obstacle,2026-06-01 21:57:25,1780376245975,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The case should be compared against the latest regression run.,False positive obstacle,"[""comfort"", ""hard_brake"", ""route_blocker""]",[],CAR-105,las_vegas,fleet_replay,7,1,0,ads_2026.06.1,S0,1780377745975
ISS-0285-V6JT4S,False positive obstacle,2026-06-15 03:24:56,1781519096693,perception,The model reported a static obstacle in a clear lane. Planning slowed the vehicle unnecessarily before the object track disappeared. The record is suitable for module-owner follow-up.,False positive obstacle,"[""regression"", ""safety_review"", ""triage""]","[""false_detection""]",CAR-492,seattle,fleet_replay,8,1,1,ads_2026.06.1,S1,1781522816693
ISS-0286-7JL1O4,CAN signal dropout,2026-06-15 12:48:35,1781552915668,vehicle_interface,A vehicle interface signal dropped for a short interval. The autonomy stack used the last valid value and recovered cleanly. The case should be compared against the latest regression run.,CAN signal dropout,"[""route_blocker"", ""hard_brake""]","[""tracking_error""]",CAR-679,guangzhou,fleet_replay,8,0,0,ads_2026.06.3,S1,1781560115668
ISS-0287-YLE95P,Environment parameter drift,2026-06-05 00:32:47,1780644767552,simulation,Weather and surface parameters drifted from the scenario baseline. The test remained valid but needs tighter configuration control. The issue is useful for scenario-library expansion.,Environment parameter drift,"[""safety_review"", ""low_confidence"", ""manual_takeover""]","[""takeover"", ""jerk""]",CAR-685,austin,DHMI,3,1,1,ads_2026.06.2,S0,1780646447552
