review_id,business_id,business_name,city,state,stars,date,text,themes,themes_with_quotes_json
94tqq4LMbPZpRdmVBwQE7Q,7Klk8UuK1sdJt5_44eUtDg,Starbucks,Philadelphia,PA,5,2013-06-18 16:05:09,"I feel almost silly writing a review for a chain restaurant, but the service here is just beyond amazing. This Starbucks is located on a very busy corner, and it is not unusual to find a line from the front-door all the way to the ordering counter. Despite this, and despite the fact that is only ONE store-front out of a chain of thousands (millions?), the staff has made it so that you feel like you're in your neighborhood coffee shop. They know the customers by name, and their orders by heart. I barely even have to speak upon entry-- they ask me if I'm getting my usual, and moments later it's delivered into my hand. 
I love this place, and they set the bar extremely high for not only every other Starbucks location, but for every coffee shop in general.",barista_service|speed_wait_time,"[{""theme_id"": ""barista_service"", ""quote"": ""They know the customers by name, and their orders by heart. I barely even have to speak upon entry-- they ask me if I'm getting my usual"", ""note"": ""Personal recognition of regular customer""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""it is not unusual to find a line from the front-door all the way to the ordering counter. Despite this"", ""note"": ""Long lines handled well""}]"
oMWlvFow1871_YZjLcdXkQ,a-ouU5dKcMOYgOkftIX1YA,Starbucks,Upper Darby,PA,2,2018-01-20 14:27:54,"I've gone to this Starbucks solely for convenience because its nearby and I don't drive. Baristas don't do a good job of making sure the trash is taken out, twice I came and it was overflowing. I walked in and one table was covered in trash. And I know they weren't that busy because one of the baristas was on her phone. I had to say excuse me loudly before she even knew I was standing in front of her. This location is also rampant with loud teenagers every night. I know its not a library, but people come to establishments like this to enjoy coffee and  get a little work done. Never have I been to a Starbucks where patrons are so loud. Not to mention the seating area is way too small.  You are better off getting your just okay drink to go. I probably won't be back anytime soon.",cleanliness|barista_service|atmosphere_workspace|drink_quality,"[{""theme_id"": ""cleanliness"", ""quote"": ""twice I came and it was overflowing. I walked in and one table was covered in trash."", ""note"": ""Overflowing trash and dirty tables""}, {""theme_id"": ""barista_service"", ""quote"": ""I had to say excuse me loudly before she even knew I was standing in front of her."", ""note"": ""Barista on phone, inattentive""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""the seating area is way too small."", ""note"": ""Insufficient seating space""}, {""theme_id"": ""drink_quality"", ""quote"": ""your just okay drink"", ""note"": ""Mediocre drink quality""}]"
C9AIcgcF-lPhzqvJuGQDhQ,_lCaW3aU3yp-acJ8BnCLyQ,Starbucks,Tampa,FL,2,2015-11-28 01:58:16,"Drive thru is slow, but inside is even slower. Parking is dicey as the cars in drive thru wrap around the building. Never seen two registers open regardless of how busy they are n the coffee is good, once you get it. Wish it wasnt so convenient...",speed_wait_time|drive_thru|drive_thru|drink_quality,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""Drive thru is slow, but inside is even slower."", ""note"": ""Both channels perceived as slow""}, {""theme_id"": ""drive_thru"", ""quote"": ""Drive thru is slow"", ""note"": ""Drive-thru wait time issue""}, {""theme_id"": ""drive_thru"", ""quote"": ""cars in drive thru wrap around the building"", ""note"": ""Very long drive-thru line""}, {""theme_id"": ""drink_quality"", ""quote"": ""the coffee is good, once you get it"", ""note"": ""Positive quality when finally received""}]"
j_ZQ0O3uQKaXFNC7nkFmTQ,agzEfydzvZWlbzpcMxLPBg,Starbucks,Reno,NV,1,2015-12-23 03:06:13,"Hey Starbucks - when it's slow - customer service is even more important. The woman on drive thru duty (identified by the headset) waited on me when I walked in. The silence between us was awkward for me because I never know if they are listening to someone outside. I waited for her que. I ordered my cocoa. She made it personally. Two of her coworkers were busy behind the counter. No one said thank you. I loved the way my order was announced - just like when they are busy. I'm a grande hot chocolate. There were no other customers anywhere - inside or outside. Went home across the street. One full inch of room I noted upon arrival - within 3 minutes. Thought it would have whip? Called to ask if it comes standard? Yes indeed the reply. Well, not in mine. Woman with attitude at this store. And no team to help her out. Baby it's cold inside. I am more sure than ever I must cut the cord to you Starbucks. Good-bye.",barista_service|barista_service|barista_service|drink_quality|atmosphere_workspace,"[{""theme_id"": ""barista_service"", ""quote"": ""The silence between us was awkward for me because I never know if they are listening to someone outside."", ""note"": ""Drive-thru headset created awkward interaction""}, {""theme_id"": ""barista_service"", ""quote"": ""No one said thank you."", ""note"": ""Lack of basic courtesy""}, {""theme_id"": ""barista_service"", ""quote"": ""Woman with attitude at this store."", ""note"": ""Staff attitude problem""}, {""theme_id"": ""drink_quality"", ""quote"": ""One full inch of room I noted upon arrival - within 3 minutes. Thought it would have whip? Called to ask if it comes standard? Yes indeed the reply. Well, not in mine."", ""note"": ""Missing whipped cream, underfilled drink""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""Baby it's cold inside."", ""note"": ""Temperature comfort issue""}]"
FXdaSoVpA_9qi9HQ5JN1GA,ItgkjSjo5rXmnBH3Vww_Xg,Starbucks,Philadelphia,PA,4,2013-01-21 15:10:58,"This is a smaller Starbucks, but their service has been on point each time I come. They are fast and polite and since they are smaller, I dont have to worry about them forgetting about putting my Spinach Feta wrap in and then finding me for it (like has been true for larger Starbucks)  No issues with that for me. Parking can be a pain in the butt, since there is construction going on and it can be a busier area. There's a parking lot across the street for Whole Foods, but I've never been ballsy enough to park there and walk over.",speed_wait_time|barista_service|food_quality,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""They are fast"", ""note"": ""Positive speed perception""}, {""theme_id"": ""barista_service"", ""quote"": ""They are fast and polite"", ""note"": ""Friendly staff behavior""}, {""theme_id"": ""food_quality"", ""quote"": ""I dont have to worry about them forgetting about putting my Spinach Feta wrap in"", ""note"": ""Food order accuracy, implicit quality confidence""}]"
98AMb9fYVEhdkwAIU-0PVQ,7WrnAUGyB_uyWBSk5imztg,Starbucks,Tucson,AZ,4,2015-02-28 22:41:36,"The drinks here are fine...your typical SBux experience. The set up is super awkward with a large display in the  middle of the small space. Its impossible to work in this location because it is always LOUD and the Oro Valley demographic just lends itself to people who are just not in a hurry, so they take their sweet time deciding at the register what they want to drink and then complaining about their choice after it is made. It can take awhile to get a coffee because of this.  The baristas are prompt and pay attention to requests, and do what they can in this awkward space.",drink_quality|speed_wait_time|barista_service|atmosphere_workspace,"[{""theme_id"": ""drink_quality"", ""quote"": ""The drinks here are fine...your typical SBux experience."", ""note"": ""Neutral assessment of beverage quality""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""It can take awhile to get a coffee because of this."", ""note"": ""Slow service due to customer behavior""}, {""theme_id"": ""barista_service"", ""quote"": ""The baristas are prompt and pay attention to requests, and do what they can in this awkward space."", ""note"": ""Positive staff responsiveness despite constraints""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""Its impossible to work in this location because it is always LOUD"", ""note"": ""Noise level prevents work""}]"
kvhtIEwyCK662n5qLPyViA,soaZ7_oU7xcphlw6gpWblg,Starbucks,Santa Barbara,CA,1,2016-06-12 16:28:09,"I hate going to this starbucks, the only reason I go sometimes is because it's conveniently located close to my house. The staff is often rude and impatient, they've also have been short on my change multiple times which is annoying coming in and losing 10-25 cents each time. They need better, more friendly staff.",barista_service|barista_service,"[{""theme_id"": ""barista_service"", ""quote"": ""The staff is often rude and impatient"", ""note"": ""Describes negative interpersonal experience with staff""}, {""theme_id"": ""barista_service"", ""quote"": ""they've also have been short on my change multiple times"", ""note"": ""Staff error handling customer transaction""}]"
5Xkojp7pTg2u2gsJWbSYcA,toyrKJg9cZgssxGfQ_kRgA,Starbucks,Broomall,PA,1,2017-05-23 20:47:47,"The worst Starbucks ever! 

I see from other reviews that the drive through is a problem. One would think that after 6 months they would have their act together.

After a 20 minute wait in line for a Grande Cappuccino (couldn't get a pound of Expresso too, as they were out) I drove away with ...TEA. There I was navigating the rush hour traffic, pulled the cup to my mouth and discovered that coffee was tea. How could they mess up a single order ? It wasn't worth my time to battle traffic to go back so, I made note, never to go to this Starbucks again.",drive_thru|speed_wait_time|drink_quality,"[{""theme_id"": ""drive_thru"", ""quote"": ""After a 20 minute wait in line for a Grande Cappuccino"", ""note"": ""Drive-thru context clear from other reviews mention""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""After a 20 minute wait in line for a Grande Cappuccino"", ""note"": """"}, {""theme_id"": ""drink_quality"", ""quote"": ""pulled the cup to my mouth and discovered that coffee was tea. How could they mess up a single order"", ""note"": ""Received completely wrong drink""}]"
_B2kPqbbnTLgDv8jJQaYGQ,deAXOKrUqydpts6xcbhMwQ,Starbucks,Nashville,TN,1,2020-08-19 12:50:40,This is the Most understaffed Starbucks I've seen compares to the amount of customers.,speed_wait_time,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""Most understaffed Starbucks I've seen compares to the amount of customers"", ""note"": ""Understaffing implies long waits""}]"
yI8SsjdME39ULeGWwu--7g,SETJPjryrcYvo2ezLm0WaA,Starbucks,Tampa,FL,3,2011-06-04 16:21:32,"This is a pretty good SBUX. Long but swiftly moving line. Accurate order fulfillment. Ample condiment station. Plenty of comfy shmumfy leather armchairs, footrests, and power outlets. What more could you ask for? Maybe a lil of that free SBUX Wi-Fi. But no, its in the USF Library and guess what? You need a visitor code. Oh well. Everything else is great.",speed_wait_time|atmosphere_workspace|atmosphere_workspace,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""Long but swiftly moving line."", ""note"": ""Positive despite length""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""Plenty of comfy shmumfy leather armchairs, footrests, and power outlets."", ""note"": ""Good seating and workspace features""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""You need a visitor code."", ""note"": ""No free wifi access issue""}]"
DncMklkIHiXj0fDCGxvqPw,6LFhb-DEcVDnG3HZfHt1Qw,Starbucks,Tucson,AZ,4,2019-03-09 18:38:15,"So I have never reviewed a Starbucks before because they all seem exactly alike- In fact it's like they did it on purpose so you always feel like you are in familiar territory. This one gets a special shout out though because the barista was so gosh darn nice! 

It's also much more open than some other SBs so you can sit and work without feeling like someone is breathing over your shoulder.",barista_service|atmosphere_workspace,"[{""theme_id"": ""barista_service"", ""quote"": ""the barista was so gosh darn nice!"", ""note"": ""Exceptional friendliness warranted special mention""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""much more open than some other SBs so you can sit and work without feeling like someone is breathing over your shoulder"", ""note"": ""Spacious layout supports working""}]"
cEf9r-yeZttzIyPf4m9sbQ,2785LQ3MgpXMgQRakACT3g,Starbucks,Brentwood,TN,2,2017-01-04 04:46:04,How can you let your coffee get cold?  I guess getting here late didn't help but at least a waring the coffee is going suck and your not in the mood for customers would have helped.  The good was you were right next to the REI.,drink_quality|barista_service,"[{""theme_id"": ""drink_quality"", ""quote"": ""How can you let your coffee get cold?"", ""note"": ""Coffee served cold""}, {""theme_id"": ""barista_service"", ""quote"": ""your not in the mood for customers"", ""note"": ""Poor attitude from staff""}]"
0MD7PsoQ-ui35xwRt3fPCw,I_51fLQfEbrJoqLEDxssvQ,Starbucks,Edmonton,AB,4,2018-10-11 03:33:46,This Starbucks is one of my favorite in the city absolutely love coming to this location definitely recommend this Starbucks to all coffee lovers,,[]
6Oo7jw2VFWl1ZDDMsf9IGw,_8bELjUz5tnftBbXAxKyjA,Starbucks,St. Louis,MO,1,2019-05-18 01:26:57,"I don't know why I go here when in the area.  There is always something
wrong with my drink!  My double shot today was more milk than coffee,
and way too sweet.  The visit before that, my grande double shot 
was all ice with a third cup espresso.  I was so livid I took a photo
and sent it to corporate headquarters.  They responded with a credit
on my account.  The staff is marginal and always talking among themselves.
Today was my last visit to thus store.  Best store in area is Kirkwood on
Kirkwood Road....always amazing consistent drinks, and the staff is beyond friendly.",barista_service,"[{""theme_id"": ""barista_service"", ""quote"": ""The staff is marginal and always talking among themselves."", ""note"": ""Inattentive, unprofessional behavior""}]"
e72lcLm5CDe6n1ZECrMy0g,w7QQVFhjgkGi8AyGyPHRwQ,Starbucks,Tampa,FL,1,2021-08-12 22:24:59,"Rude staff and two out of three drinks were wrong. 
We walked in about 6:00 on 8/12/21.  Five baristas were behind the counter.  We waited for six minutes with nobody in front of us.  Nobody greeted us or acknowledged us.  My drink label said extra ice but there were four cubes.  I asked for more ice and they were mad.   I ordered a black tea unsweet.  The color was very very light.  It looked like green tea.  I took a drink and it was very sweet.  I brought it back and said that my tea was very sweet.  The barista argued with me and said that it isn't sweet.  She argued repeatedly and said the drink was right.  Finally she offered to remake it, but I declined.  I told my husband what happened and he told the barista that my drink was wrong.  She argued with him and he said she should have offered a refund, but they did not.  We will not return.",barista_service|drink_quality,"[{""theme_id"": ""barista_service"", ""quote"": ""I asked for more ice and they were mad."", ""note"": ""Staff hostile to simple request""}, {""theme_id"": ""drink_quality"", ""quote"": ""My drink label said extra ice but there were four cubes."", ""note"": ""Wrong ice amount despite label""}]"
dHuEfWLYfpjjOx4WVDJ6Ug,WPdLRG-jsZmS7RkAfnZJQQ,Starbucks,Largo,FL,2,2020-03-12 18:16:23,"Standing there for a few minutes, wasn't greeted or even asked if I could be helped. Many of the employees looked at me knowing I was waiting to order, yet when I decided to sit down and do what I needed to do, they started to take up everyone orders. I had questions about the menu and was very disappointing in the careless response. Business was slow , about 6 people in the coffee shop. I am not sure what the deal was or maybe it was just today or even a racial issue, but I most likely will not come to this location again.",barista_service|barista_service,"[{""theme_id"": ""barista_service"", ""quote"": ""Standing there for a few minutes, wasn't greeted or even asked if I could be helped."", ""note"": ""Not acknowledged despite waiting""}, {""theme_id"": ""barista_service"", ""quote"": ""I had questions about the menu and was very disappointing in the careless response."", ""note"": ""Unhelpful with menu questions""}]"
EoFJzP1mfIoXkH98Uah6dQ,whAw6ljhyqDy6CHcP233jA,Starbucks,CLEARWATER BEACH,FL,3,2021-05-19 12:01:55,"Grabbed a mocha before training this week. 

It's too easy to get a quick coffee here since it's only a stones throw from the hotel here. 

Coffees are always consistent at least.",drink_quality,"[{""theme_id"": ""drink_quality"", ""quote"": ""Coffees are always consistent at least."", ""note"": ""Positive consistency noted""}]"
TBiPjguwDjr6f35CCy5fHg,Znr5C75iByDDIk7C6wqgsA,Starbucks,St. Ann,MO,3,2018-03-20 17:04:27,I stop by here quite often on the way to work.  They are fast and accurate most the time.  Whoever is working the window is super friendly.  They make suggestions for you to try.  The inside is quaint and has seating for you to work or just enjoy your tea or coffee.,speed_wait_time|atmosphere_workspace,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""They are fast and accurate most the time."", ""note"": ""Generally positive speed perception""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""The inside is quaint and has seating for you to work or just enjoy your tea or coffee."", ""note"": ""Comfortable space for work or relaxation""}]"
SPkJpPHE72XkwVtXL0onzA,-85kJMtb9wqNWDT8yLbitw,Starbucks,Franklin,TN,4,2016-03-30 00:06:28,Fast and friendly service. Normal Starbucks coffee. Their location is good and they have a huge parking lot right behind them. So they are normally pretty busy. They also have enough table for different groups of people.,speed_wait_time|barista_service|atmosphere_workspace,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""Fast and friendly service."", ""note"": ""Positive perception of speed""}, {""theme_id"": ""barista_service"", ""quote"": ""Fast and friendly service."", ""note"": ""Positive staff interaction""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""They also have enough table for different groups of people."", ""note"": ""Sufficient seating available""}]"
KTR7y8MEFs_P537CUWhlBQ,uVtTkB1EVevu-0EIQygVMg,Starbucks,Sparks,NV,3,2011-03-13 03:33:57,"The people behind the counter here are always pleasant and nice to talk to.  The layout might be a little cramped and it's not really a ""cozy"" starbucks...but Starbucks is starbucks...oh and parking can really be tight as well.",barista_service|atmosphere_workspace,"[{""theme_id"": ""barista_service"", ""quote"": ""The people behind the counter here are always pleasant and nice to talk to."", ""note"": ""Positive staff interaction""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""The layout might be a little cramped and it's not really a \""cozy\"" starbucks"", ""note"": ""Lacks comfort and ambiance""}]"
Djo_X6jJ62y3jhrpxqMiOw,niV3iDWcxuKFOJr3qWp9pQ,Starbucks,Tampa,FL,5,2011-02-11 16:11:30,One of the best and nicest Starbucks I have ever been to.  Rarely mix up my order and are almost always friendly.  Really solid neighborhood Starbucks.,drink_quality|barista_service,"[{""theme_id"": ""drink_quality"", ""quote"": ""Rarely mix up my order"", ""note"": ""Accuracy in fulfilling orders""}, {""theme_id"": ""barista_service"", ""quote"": ""are almost always friendly"", ""note"": ""Consistent positive staff interactions""}]"
ERZlCoGb-bn7nGW21d32Ew,fZ2RkIwoDCcODCOyoBTplg,Starbucks,King of Prussia,PA,2,2019-09-16 18:50:07,"So.... I waited to visit this location a couple of times before writing this review. I visited Saturday 9.14.19, Sunday 9.15.19 and today 9.16.19. I read the reviews  about how slow the store runs, how long the lines were, etc. 

I love Starbucks and sometimes I feel that Yelpers give negative or bad reviews just because they have nothing better to do. (Most Yelpers who give bad reviews have lots of negative reviews on their page)

My first visit to this location was Saturday September 14, 2019. It was around 4pm and the store was crowded. There were at least SIX baristas behind the counter, but it just didn't seem like they were moving ""fast enough"" to accommodate the crowd of people wanting their Starbucks fix. 

This visit, I purchased: a Treinta Iced Passion Tango Tea Lemonade, a Tall Salted Caramel Mocha Frappuccino and two Protein Boxes (PB&J on Wheat|Smoked Turkey). The barista prepared my tea as a Tall as opposed to a Treinta. It was horrible and I waited for such a long time, I thought I was going to miss my bus to work.


My second visit was Sunday September 15, 2019. After Saturday's visit, I was in and out simply because I didn't purchase a drink. There was still a crowd of people to wade through.

My third visit today was in the morning before the mall even opened. I was one of two customers in the store. The barista looked as if he was tired and really didn't want to be there. I purchased two Cheese Danishes and a Tall Iced Passion Tango Tea Lemonade. It took FOREVER!!! I actually missed my bus to go home.

It seems like there is no set time of day that will get in|out quickly (even if your purchase isn't complicated). You may want to visit this location if you are strolling around the mall and have the time and patience. 


Also apparently this location is in the hiring process for a new store manager. Maybe they need someone to whip the employees into shape, elevate morale and create better customer service.",speed_wait_time|speed_wait_time|speed_wait_time|drink_quality|barista_service,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""it just didn't seem like they were moving \""fast enough\"" to accommodate the crowd of people wanting their Starbucks fix"", ""note"": ""Multiple visits, consistently slow despite staffing""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""I waited for such a long time, I thought I was going to miss my bus to work"", ""note"": ""First visit delay""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""It took FOREVER!!! I actually missed my bus to go home."", ""note"": ""Third visit, only 2 customers present""}, {""theme_id"": ""drink_quality"", ""quote"": ""The barista prepared my tea as a Tall as opposed to a Treinta. It was horrible"", ""note"": ""Wrong size prepared""}, {""theme_id"": ""barista_service"", ""quote"": ""The barista looked as if he was tired and really didn't want to be there"", ""note"": ""Morning visit, low morale observed""}]"
FxH_JbiizQZbqE6Cfn2qCw,3sMGEl72eiDbble1RO34ng,Starbucks,Springfield,PA,4,2014-10-12 01:04:03,"Reading the reviews, I came across many yelpers complaining about the layout and the size of the space. THE EMPLOYEES CAN NOT CHANGE EITHER ONE OF THESE SITUATIONS. If they could change this, I'm sure they would in a heartbeat. 

Anyway, service has always been great for me! In the morning, it could be absolutely dreadful, due to the line. However, the employees try their best to stay chipper and calm in these hectic situations. I could NEVER be that chipper in the morning, so it makes me appreciate the service even more.",barista_service|barista_service|speed_wait_time,"[{""theme_id"": ""barista_service"", ""quote"": ""service has always been great for me!"", ""note"": ""Positive staff experience""}, {""theme_id"": ""barista_service"", ""quote"": ""the employees try their best to stay chipper and calm in these hectic situations"", ""note"": ""Staff friendliness during rush""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""In the morning, it could be absolutely dreadful, due to the line."", ""note"": ""Morning rush wait times""}]"
fq_5nZpnSBIB7nHYCfVn5A,xsbUN2133MlOmQlAqRPVtA,Starbucks,Penns Grove,NJ,5,2013-08-26 00:58:05,Great pick me up pit stop on a road trip!!! The drinks are on point and the staff is cool.   Gets the job done.,drink_quality|barista_service,"[{""theme_id"": ""drink_quality"", ""quote"": ""The drinks are on point"", ""note"": ""Positive assessment of beverage quality""}, {""theme_id"": ""barista_service"", ""quote"": ""the staff is cool"", ""note"": ""Positive staff interaction""}]"
bHEeSdEbet1bjzB-8nJTwA,1A9p0iMiPsIqC0iDRMfZow,Starbucks,Ladue,MO,3,2014-12-13 15:12:24,"I never came to this location. I was in the area, it was snowing and it just seemed right. Smaller location not the smallest and it was very busy, like most Starbucks I go to. I got my White Chocolate Mocha and I was out.",speed_wait_time,"[{""theme_id"": ""speed_wait_time"", ""quote"": ""it was very busy, like most Starbucks I go to. I got my White Chocolate Mocha and I was out."", ""note"": ""Implies reasonably quick service despite busy store""}]"
8DlJ7fe9XgCaQyWT48KehA,S7Cl9gYqaC9jlw32yd4_Yg,Starbucks,Santa Barbara,CA,1,2018-01-01 21:26:04,Worst Starbucks ever!! The staff is rude to the other employees and to customers. I couldn't believe the way they talk to a child. Jacob was rude to his coworkers and my child. I will never return to this location. Only gets a star since i have to,barista_service,"[{""theme_id"": ""barista_service"", ""quote"": ""The staff is rude to the other employees and to customers. I couldn't believe the way they talk to a child. Jacob was rude to his coworkers and my child."", ""note"": ""Named employee Jacob specifically called out""}]"
VHqCY6YLZBlLhYlxjJsR4Q,NbzrpJu7222uqxNaf8zskg,Starbucks,Indianapolis,IN,2,2016-03-19 16:27:22,"So I normally prefer to come to this Starbucks location. They tend to be friendly and quick. I am a sucker for good customer service. I came in to the store because the drive thur line was long. Like out in the street long. There was one group of three guys in front of me. They took their sweet time ordering and the cashier was falling all over herself in helping them. I dont mind it if you display that some level of helpful to everyone. Then she was so busy talking to another employee before she even greet me with a ""we will be right with you"".",barista_service|barista_service|drive_thru,"[{""theme_id"": ""barista_service"", ""quote"": ""the cashier was falling all over herself in helping them. I dont mind it if you display that some level of helpful to everyone."", ""note"": ""Inconsistent service; attentive to others, not reviewer""}, {""theme_id"": ""barista_service"", ""quote"": ""she was so busy talking to another employee before she even greet me with a \""we will be right with you\"""", ""note"": ""No greeting, chatting with coworker instead""}, {""theme_id"": ""drive_thru"", ""quote"": ""the drive thur line was long. Like out in the street long."", ""note"": ""Prompted customer to go inside instead""}]"
_teNygNU14SLqaCiEWxvyA,vv6sIXQHy4JQzaG4mt9jvg,Starbucks,Indianapolis,IN,4,2014-09-24 19:13:37,"A beautiful patio and outdoor seating to enjoy your favorite Starbuck purchase. Mature trees, shaded and quite location to appreciate my Chai tea. Indoor seating for studies or a nice spot to get some work done and the staff is friendly. Bring change for parking meters if not on your bike.",atmosphere_workspace|atmosphere_workspace|barista_service,"[{""theme_id"": ""atmosphere_workspace"", ""quote"": ""A beautiful patio and outdoor seating to enjoy your favorite Starbuck purchase. Mature trees, shaded and quite location"", ""note"": ""Outdoor ambiance praised""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""Indoor seating for studies or a nice spot to get some work done"", ""note"": ""Good workspace environment""}, {""theme_id"": ""barista_service"", ""quote"": ""the staff is friendly"", ""note"": """"}]"
EaNZnGlcv5dPpnmcDYjUIw,LjXS6sgzY6-kX2WKPykx_A,Starbucks,New Orleans,LA,5,2018-04-18 14:15:23,"Perfect location Starbucks in New Orleans Business District, while still close enough to the hotels in the area. Catering to both business and tourist crowd. The barista are efficient, polite and fast. Also the location is large enough for lounging if you want to hang out indoor in AC.",barista_service|speed_wait_time|atmosphere_workspace,"[{""theme_id"": ""barista_service"", ""quote"": ""The barista are efficient, polite and fast."", ""note"": ""Positive service attributes""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""The barista are efficient, polite and fast."", ""note"": ""Fast service noted""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""the location is large enough for lounging if you want to hang out indoor in AC."", ""note"": ""Space for working or relaxing""}]"
hseaPykljL-Tn1KgGZVhYw,M0oI1SxhPqoX7V0YGumP1A,Starbucks,Gallatin,TN,5,2018-06-19 19:42:12,"Visited about a month ago. About the largest SBUX I've ever visited! Very clean and neat. The manager was very friendly and extremely knowledgeable about coffee and the business. Next time I head through Nashville, I'm taking the extra minutes to visit this SBUX!",cleanliness|barista_service|atmosphere_workspace,"[{""theme_id"": ""cleanliness"", ""quote"": ""Very clean and neat."", ""note"": """"}, {""theme_id"": ""barista_service"", ""quote"": ""The manager was very friendly and extremely knowledgeable about coffee and the business."", ""note"": ""Manager interaction""}, {""theme_id"": ""atmosphere_workspace"", ""quote"": ""About the largest SBUX I've ever visited!"", ""note"": ""Notable store size""}]"
du7_AGXzW485YgS5Wab70Q,2rmpfdyV2POqpXtmPHO_IQ,Starbucks,Tucson,AZ,1,2017-12-30 15:45:47,"First time to this location, i never have a problem at Starbucks. Stopped at this one due to location and needed to get a mug for a gift. I was looking at the sale items, and noticed one of the travel mugs lids were broken and so I lifted it to take the defected item to the register so no one would touch it or something and the top fell slid off and (it was glass) shattered more on the ground. I picked up the pieces and took it to the barista at the register and she was about to charge me for it. Her name was Rita. I informed her that I wasn't trying to buy the defected/broken item and she told me ""but you just broke it"" I explained what Had happened and that I was simply bringing it to them so it wouldn't get touched. She rolled her eyes and proceeded to ring up my items and take my order. I purchased a few things, so I asked for a bag and she ignored me. I paid and was waiting for a bag and she still hadn't given one, so I asked again ""may I have a bag for my items, please? If you don't have one that's ok."" She rolled her eyes and grabbed a bag in a snatching motion and gave it to me to bag my items myself. I told her thank you and to have a happy new year and packaged my items at the pickup area so I could get out of her way so she could help other customers since she clearly didn't want to help me. I hope she will read this and it will help her change her attitude towards the guests that come to her location. I love Starbucks but she was the most unhappy barista I have ever met. Cashier/barista Rita I really hope your holiday season gets better and you can find happiness in your day.",,[]
yGUUQcyRxIntD4X2H5Cm2w,7jNNSKeFFJGOz3oW4J0VuA,Starbucks,Hermitage,TN,4,2014-11-07 14:34:01,"i really like the cotton candy frappachino. it is amazing! must have. its a non-menu item, but just ask for it and they should know what you mean. the food is okay, but the drinks are awesome. just play it safe and just get the drinks. what i love about starbucks is that the baristas are so friendly and they sometimes make small talk while you wait for your drink. the reason while the last star is not there because it is sometimes a little bit dusty and when it is really crowded the drinks take long. i recommend this coffee shop to everyone who likes coffee (i dont drink coffee).",drink_quality|drink_quality|food_quality|barista_service|cleanliness|speed_wait_time,"[{""theme_id"": ""drink_quality"", ""quote"": ""i really like the cotton candy frappachino. it is amazing! must have."", ""note"": ""Praises off-menu drink customization""}, {""theme_id"": ""drink_quality"", ""quote"": ""the drinks are awesome"", ""note"": """"}, {""theme_id"": ""food_quality"", ""quote"": ""the food is okay"", ""note"": ""Lukewarm assessment""}, {""theme_id"": ""barista_service"", ""quote"": ""the baristas are so friendly and they sometimes make small talk while you wait for your drink"", ""note"": """"}, {""theme_id"": ""cleanliness"", ""quote"": ""it is sometimes a little bit dusty"", ""note"": """"}, {""theme_id"": ""speed_wait_time"", ""quote"": ""when it is really crowded the drinks take long"", ""note"": """"}]"
5fgBm8Z9CxpxA1fwiW7ZmA,hGH63m6UmnruW3D-WNQ-xQ,Starbucks,Edmonton,AB,5,2019-10-17 19:04:56,"This is one of those locations that you can see yourself sitting there for hours on end, studying or reading. I like the glass windows and the ambience. It's got just enough busy-ness from Jasper Ave, while also retaining the quaintness of the residential street behind.

Staff is friendly and food/coffee comes out quickly. It's a Starbucks so you know what to expect. The best part about this location is being able to people watch! They have a steady stream of people coming in and out throughout the day. 

I should come to this location more often... it is lovely.",atmosphere_workspace|barista_service|speed_wait_time,"[{""theme_id"": ""atmosphere_workspace"", ""quote"": ""you can see yourself sitting there for hours on end, studying or reading. I like the glass windows and the ambience."", ""note"": ""Praises workspace suitability and ambiance""}, {""theme_id"": ""barista_service"", ""quote"": ""Staff is friendly"", ""note"": ""Positive staff interaction""}, {""theme_id"": ""speed_wait_time"", ""quote"": ""food/coffee comes out quickly"", ""note"": ""Fast service""}]"
